Rank,Name,basename,Genre,Platform,Publisher,Developer,Critic_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Year
1700,FIFA Soccer 09,fifa-soccer-09,Sports,PSP,EA Sports,EA Canada,8.1,1.35,0.23,0.73,0.02,2008
1705,Tom Clancy's Rainbow Six: Vegas 2,tom-clancys-rainbow-six-vegas-2,Shooter,PS3,Ubisoft,Ubisoft Montreal,8.2,1.34,0.66,0.45,0.04,2008
1706,Devil May Cry 4,devil-may-cry-4,Action,X360,Capcom,Capcom,8.5,1.34,0.79,0.34,0.08,2008
1707,F1 2010,f1-2010,Racing,PS3,Codemasters,Codemasters Birmingham,8.0,1.34,0.25,0.75,0.08,2010
1710,The ICO & Shadow of the Colossus Collection,the-ico-amp-shadow-of-the-colossus-collection,Adventure,PS3,Sony Computer Entertainment,Bluepoint Games,9.0,1.34,0.67,0.36,0.13,2011
1711,Donkey Kong Jungle Beat,donkey-kong-jungle-beat,Platform,GC,Nintendo,Nintendo EAD Tokyo,7.9,1.34,0.84,0.22,0.24,2005
1712,Need for Speed Carbon,need-for-speed-carbon,Racing,PS2,Electronic Arts,EA Black Box,7.7,1.34,1.22,0.05,0.05,2006
1713,Battlefield: Bad Company,battlefield-bad-company,Shooter,PS3,Electronic Arts,EA Digital Illusions CE,8.6,1.34,0.76,0.36,0.05,2008
1719,Crysis 2,crysis-2,Shooter,PS3,Electronic Arts,Crytek,8.8,1.33,0.48,0.57,0.06,2011
1721,Alan Wake,alan-wake,Action,X360,Microsoft Game Studios,Remedy Entertainment,8.3,1.33,0.66,0.5,0.05,2010
1722,Spider-Man: The Movie,spider-man-the-movie,Platform,GBA,Activision,Digital Eclipse,7.9,1.33,0.92,0.35,0.01,2002
1727,Tony Hawk's Pro Skater,tony-hawks-pro-skater,Sports,GB,Activision,Natsume,7.1,1.33,0.9,0.38,0.01,2000
1732,Grand Theft Auto: Chinatown Wars,grand-theft-auto-chinatown-wars,Adventure,DS,Rockstar Games,Rockstar Leeds/North,9.5,1.33,0.58,0.56,0.05,2009
1733,WWE SmackDown vs Raw 2008,wwe-smackdown-vs-raw-2008,Fighting,PS3,THQ,Yuke's Media Creations,7.3,1.33,0.62,0.5,0.01,2007
1735,UFC Undisputed 2010,ufc-undisputed-2010,Fighting,X360,THQ,Yuke's Future Media Creators,8.6,1.32,0.9,0.31,0.0,2010
1736,Fallout 76,fallout-76,Role-Playing,PS4,Bethesda Softworks,Bethesda Game Studios,5.1,1.32,0.52,0.49,0.1,2018
1737,Need for Speed Underground Rivals,need-for-speed-underground-rivals,Racing,PSP,Electronic Arts,Team Fusion,7.6,1.32,0.69,0.38,0.02,2005
1741,MAG: Massive Action Game,mag-massive-action-game,Shooter,PS3,Sony Computer Entertainment,Zipper Interactive,7.4,1.32,0.77,0.3,0.09,2010
1747,Rage,rage,Shooter,PS3,Bethesda Softworks,id Software,7.9,1.32,0.47,0.59,0.06,2011
1766,NBA Live 07,nba-live-07,Sports,PS2,EA Sports,EA Canada,6.3,1.3,1.07,0.04,0.02,2006
1786,The Last Guardian,the-last-guardian,Action-Adventure,PS4,Sony Interactive Entertainment,SIE Japan Studio,7.9,1.29,0.4,0.58,0.13,2016
1804,Need for Speed Carbon,need-for-speed-carbon,Racing,Wii,Electronic Arts,EA Black Box,6.4,1.28,0.45,0.66,0.02,2006
1814,Castlevania: Symphony of the Night,castlevania-symphony-of-the-night,Platform,PS,Konami,Konami Computer Entertainment Tokyo,9.3,1.27,0.58,0.4,0.21,1997
1819,WWE '12,wwe-12,Fighting,X360,THQ,"Yuke's Co., Ltd.",7.5,1.27,0.74,0.4,0.0,2011
1826,.hack//Infection Part 1,.hack,Role-Playing,PS2,Bandai,CyberConnect2,7.7,1.27,0.49,0.38,0.26,2003
1835,Hyrule Warriors,hyrule-warriors,Misc,WiiU,Nintendo,Omega Force,7.4,1.26,0.59,0.44,0.13,2014
1838,Tomb Raider: Underworld,tomb-raider-underworld,Adventure,PS3,Eidos Interactive,Crystal Dynamics,7.8,1.26,0.45,0.55,0.05,2008
1841,SOCOM: U.S. Navy SEALs Confrontation,socom-us-navy-seals-confrontation,Shooter,PS3,Sony Computer Entertainment,Slant Six Games,6.3,1.26,0.94,0.17,0.02,2008
1844,Assassin's Creed: Bloodlines,assassins-creed-bloodlines,Action,PSP,Ubisoft,Griptonite Studio,6.3,1.26,0.43,0.5,0.05,2009
1857,Need for Speed: Most Wanted,need-for-speed-most-wanted,Racing,X360,Electronic Arts,Electronic Arts,8.4,1.25,1.0,0.13,0.02,2005
1859,Black,black,Shooter,PS2,Electronic Arts,Criterion Games,7.7,1.25,1.01,0.04,0.03,2006
1865,Cars 2,cars-2,Racing,DS,Disney Interactive Studios,Avalanche Software,6.5,1.25,0.68,0.41,0.04,2011
1880,Need for Speed Carbon,need-for-speed-carbon,Racing,PS3,Electronic Arts,EA Black Box,7.8,1.24,0.49,0.51,0.03,2006
1887,2010 FIFA World Cup South Africa,2010-fifa-world-cup-south-africa,Sports,PS3,EA Sports,EA Canada,8.2,1.23,0.3,0.64,0.07,2010
1894,Donkey Kong Country 2,donkey-kong-country-2,Platform,GBA,Nintendo,Rare Ltd.,7.6,1.23,0.79,0.27,0.12,2004
1896,Star Wars Battlefront II,star-wars-battlefront-ii,Shooter,PSP,LucasArts,Savage Entertainment,6.9,1.22,1.05,0.06,0.01,2005
1897,Intelligent Qube,intelligent-qube,Puzzle,PS,Sony Computer Entertainment,Sony Computer Entertainment,7.4,1.22,0.13,0.07,1.0,1997
1916,Bayonetta,bayonetta,Action,PS3,Sega,PlatinumGames,8.6,1.21,0.44,0.4,0.21,2010
1925,Boom Blox,boom-blox,Puzzle,Wii,Electronic Arts,EA Los Angeles,8.6,1.21,0.71,0.38,0.0,2008
1927,FIFA Soccer 11,fifa-soccer-11,Sports,PSP,EA Sports,HB Studios,7.0,1.21,0.13,0.7,0.01,2010
1930,World Soccer Winning Eleven 9 (JP & Others sales),world-soccer-winning-eleven-9-jp-amp-others-sales,Sports,PSP,Konami,Konami Computer Entertainment Tokyo,8.0,1.2,0.01,0.88,0.31,2006
1933,F1 2011,f1-2011,Racing,PS3,Codemasters,Codemasters Birmingham,8.4,1.2,0.12,0.75,0.11,2011
1934,Metal Gear Solid V: Ground Zeroes,metal-gear-solid-v-ground-zeroes,Action-Adventure,PS4,Konami Digital Entertainment,Kojima Productions,7.6,1.2,0.36,0.5,0.17,2014
1958,Shadow of the Colossus,shadow-of-the-colossus,Action-Adventure,PS4,Sony Interactive Entertainment,Bluepoint Games,9.3,1.2,0.44,0.52,0.05,2018
1961,Mario & Sonic at the London 2012 Olympic Games,mario-amp-sonic-at-the-london-2012-olympic-games,Sports,3DS,Sega,Sega,6.5,1.19,0.18,0.66,0.27,2012
1966,Metal Gear Solid: Portable Ops,metal-gear-solid-portable-ops,Action,PSP,Konami,Kojima Productions,8.7,1.19,0.38,0.35,0.38,2006
1974,Spider-Man: The Movie,spider-man-the-movie,Action,GC,Activision,Treyarch,7.6,1.19,0.86,0.27,0.01,2002
1976,Final Fantasy I & II: Dawn of Souls,final-fantasy-i-amp-ii-dawn-of-souls,Role-Playing,GBA,Nintendo,Square Enix,7.1,1.19,0.64,0.24,0.29,2004
1992,Red Dead Redemption: Undead Nightmare,red-dead-redemption-undead-nightmare,Action,PS3,Rockstar Games,Rockstar San Diego,10.0,1.18,0.47,0.45,0.06,2010
1993,WWE '12,wwe-12,Fighting,PS3,THQ,"Yuke's Co., Ltd.",9.0,1.18,0.53,0.45,0.02,2011
1998,Mission: Impossible,mission-impossible,Action,N64,Ocean,Infogrames,6.6,1.17,0.74,0.38,0.02,1998
2000,WWE SmackDown vs. Raw 2010,wwe-smackdown-vs-raw-2010,Fighting,PS3,THQ,JAKKS Pacific,8.1,1.17,0.48,0.48,0.01,2009
2002,Army of Two,army-of-two,Shooter,PS3,Electronic Arts,EA Montreal,7.4,1.17,0.74,0.26,0.02,2008
2006,Sunset Overdrive,sunset-overdrive,Action,XOne,Microsoft Studios,Insomniac Games,8.0,1.16,0.64,0.42,0.0,2014
2010,Bushido Blade,bushido-blade,Fighting,PS,Sony Computer Entertainment,Light Weight,8.2,1.16,0.39,0.27,0.43,1997
2013,Mirror's Edge,mirrors-edge,Platform,X360,Electronic Arts,EA Digital Illusions CE,7.6,1.16,0.51,0.51,0.01,2008
2023,Medal of Honor Heroes 2,medal-of-honor-heroes-2,Shooter,PSP,Electronic Arts,Team Fusion,6.6,1.16,0.5,0.39,0.02,2007
2025,FIFA Soccer 10,fifa-soccer-10,Sports,PSP,EA Sports,EA Canada,7.9,1.16,0.16,0.68,0.01,2009
2030,The Elder Scrolls V: Skyrim,the-elder-scrolls-v-skyrim,Role-Playing,NS,Bethesda Softworks,Bethesda Softworks,8.6,1.15,0.67,0.32,0.06,2017
2035,Dragon Quest VIII: Journey of the Cursed King,dragon-quest-viii-journey-of-the-cursed-king,Role-Playing,3DS,Nintendo,Level 5 / Armor Project,8.8,1.15,0.14,0.11,0.88,2017
2036,Ratchet & Clank: All 4 One,ratchet-amp-clank-all-4-one,Platform,PS3,Sony Computer Entertainment,Insomniac Games,7.5,1.15,0.75,0.22,0.05,2011
2053,007: Quantum of Solace,007-quantum-of-solace,Shooter,PS3,Activision,Treyarch,6.6,1.14,0.43,0.51,0.02,2008
2057,Shadow of the Colossus,shadow-of-the-colossus,Adventure,PS2,Sony Computer Entertainment,Team ICO,9.1,1.14,0.78,0.03,0.2,2005
2058,Brave Fencer Musashi,brave-fencer-musashi,Role-Playing,PS,Square,SquareSoft,8.4,1.14,0.25,0.17,0.65,1998
2061,Hot Shots Golf: Out of Bounds,hot-shots-golf-out-of-bounds,Sports,PS3,Sony Computer Entertainment,Clap Hanz,8.3,1.14,0.31,0.03,0.76,2008
2082,Mirror's Edge,mirrors-edge,Platform,PS3,Electronic Arts,EA Digital Illusions CE,7.7,1.13,0.31,0.59,0.02,2008
2083,Rocksmith,rocksmith,Misc,X360,Ubisoft,Ubisoft,8.0,1.13,0.85,0.19,0.01,2011
2084,Plants vs Zombies: Garden Warfare,plants-vs-zombies-garden-warfare,Shooter,X360,Electronic Arts,PopCap Games,8.0,1.13,0.54,0.5,0.0,2014
2091,Rocksmith,rocksmith,Misc,PS3,Ubisoft,Ubisoft,8.0,1.13,0.53,0.38,0.09,2011
2096,ModNation Racers,modnation-racers,Racing,PS3,Sony Computer Entertainment,United Front Games,8.1,1.13,0.5,0.4,0.06,2010
2099,SOCOM: U.S. Navy SEALs Fireteam Bravo,socom-us-navy-seals-fireteam-bravo,Shooter,PSP,Sony Computer Entertainment,Zipper Interactive,7.9,1.12,1.03,0.0,0.01,2005
2114,Dragon Age II,dragon-age-ii,Role-Playing,X360,Electronic Arts,BioWare Corp.,8.0,1.12,0.72,0.29,0.01,2011
2117,Crackdown 2,crackdown-2,Shooter,X360,Microsoft Game Studios,Ruffian Games,7.5,1.12,0.63,0.36,0.02,2010
2118,Crash Bandicoot N. Sane Trilogy,crash-bandicoot-n-sane-trilogy,Platform,NS,Activision,Toys for Bob,6.0,1.11,0.44,0.57,0.02,2018
2123,Castlevania: Lords of Shadow,castlevania-lords-of-shadow,Action,PS3,Konami,Mercury Steam,8.1,1.11,0.5,0.37,0.1,2010
2134,Red Dead Redemption: Undead Nightmare,red-dead-redemption-undead-nightmare,Action,X360,Rockstar Games,Rockstar San Diego,10.0,1.11,0.61,0.38,0.02,2010
2166,FIFA 18,fifa-18,Sports,NS,EA Sports,EA Vancouver,5.8,1.1,0.35,0.55,0.13,2017
2167,GRID,grid,Racing,PS3,Codemasters,Codemasters,8.6,1.1,0.31,0.57,0.03,2008
2171,Tales of Symphonia,tales-of-symphonia,Role-Playing,GC,Namco,Namco Tales Studio,8.5,1.1,0.54,0.21,0.31,2004
2177,Star Ocean: The Second Story,star-ocean-the-second-story,Role-Playing,PS,Sony Computer Entertainment,tri-Ace,8.2,1.1,0.26,0.1,0.72,1999
2180,Untold Legends: Brotherhood of the Blade,untold-legends-brotherhood-of-the-blade,Role-Playing,PSP,Sony Online Entertainment,Sony Online Entertainment,6.5,1.09,0.54,0.33,0.01,2005
2192,Bully: Scholarship Edition,bully-scholarship-edition,Action,X360,Rockstar Games,Rockstar Vancouver/Mad Doc Software,8.1,1.09,0.53,0.42,0.03,2008
2200,Skate 2,skate-2,Sports,X360,Electronic Arts,EA Black Box,8.2,1.09,0.82,0.17,0.01,2009
2204,Dante's Inferno,dantes-inferno,Action,PS3,Electronic Arts,Visceral Games,7.3,1.08,0.64,0.28,0.04,2010
2206,Virtua Fighter 5,virtua-fighter-5,Fighting,PS3,Sega,Sega-AM2,8.7,1.08,0.29,0.52,0.08,2007
2207,Pro Evolution Soccer 2014,pro-evolution-soccer-2014,Sports,PS3,Konami Digital Entertainment,Konami,8.3,1.08,0.03,0.46,0.51,2013
2215,Grand Theft Auto: Chinatown Wars,grand-theft-auto-chinatown-wars,Adventure,PSP,Rockstar Games,Rockstar Leeds,9.2,1.08,0.28,0.5,0.03,2009
2217,Star Fox: Assault,star-fox-assault,Shooter,GC,Nintendo,Namco,6.6,1.08,0.68,0.18,0.19,2005
2220,Marvel vs. Capcom 3: Fate of Two Worlds,marvel-vs-capcom-3-fate-of-two-worlds,Fighting,X360,Capcom,Capcom,8.4,1.07,0.79,0.18,0.03,2011
2224,Prince of Persia,prince-of-persia,Adventure,PS3,Ubisoft,Ubisoft Montreal,8.3,1.07,0.47,0.41,0.03,2008
2229,Virtua Fighter,virtua-fighter,Fighting,SAT,Sega,Sega-AM2,9.0,1.07,0.17,0.12,0.77,1995
2233,Tomb Raider: Underworld,tomb-raider-underworld,Adventure,X360,Eidos Interactive,Crystal Dynamics,7.5,1.07,0.53,0.42,0.01,2008
2235,SoulCalibur III,soulcalibur-iii,Fighting,PS2,Namco,Namco,8.5,1.07,0.74,0.15,0.13,2005
2236,Naruto: Ultimate Ninja Storm,naruto-ultimate-ninja-storm,Fighting,PS3,Namco Bandai,CyberConnect2,7.8,1.07,0.49,0.34,0.09,2008
2241,Spore Creatures,spore-creatures,Simulation,DS,Electronic Arts,Foundation 9,7.2,1.07,0.66,0.3,0.0,2008
2245,DiRT 3,dirt-3,Racing,PS3,Codemasters,Codemasters,9.0,1.06,0.27,0.58,0.01,2011
2252,Endless Ocean,endless-ocean,Adventure,Wii,Nintendo,Arika,6.8,1.06,0.43,0.46,0.09,2008
2255,Sonic Generations,sonic-generations,Platform,3DS,Sega,Sonic Team,6.3,1.06,0.44,0.52,0.01,2011
2262,Darksiders,darksiders,Action,X360,THQ,Vigil Games,7.8,1.06,0.67,0.28,0.01,2010
2264,Mercenaries 2: World in Flames,mercenaries-2-world-in-flames,Shooter,X360,Electronic Arts,Pandemic Studios,7.1,1.06,0.65,0.3,0.01,2008
2267,Call of Duty 4: Modern Warfare,call-of-duty-4-modern-warfare,Shooter,DS,Activision,n-Space,7.3,1.05,0.95,0.02,0.01,2007
2269,Resident Evil: The Darkside Chronicles,resident-evil-the-darkside-chronicles,Shooter,Wii,Capcom,"Cavia, inc.",7.2,1.05,0.46,0.31,0.2,2009
2277,MySims Agents,mysims-agents,Adventure,Wii,Electronic Arts,EA Redwood Shores,7.5,1.05,0.63,0.32,0.0,2009
2294,Rocksmith 2014,rocksmith-2014,Music,PS3,Ubisoft,Ubisoft San Francisco,9.1,1.05,0.56,0.26,0.05,2013
2300,WWE SmackDown vs. Raw 2010,wwe-smackdown-vs-raw-2010,Fighting,X360,THQ,JAKKS Pacific,8.2,1.04,0.56,0.37,0.01,2009
2301,Sleeping Dogs,sleeping-dogs,Action-Adventure,PS3,Square Enix,United Front Games,8.1,1.04,0.31,0.5,0.05,2012
2302,Tales of Destiny,tales-of-destiny,Role-Playing,PS,Namco,Wolfteam,6.2,1.04,0.09,0.06,0.83,1998
2308,Naruto: Clash of Ninja 2,naruto-clash-of-ninja-2,Fighting,GC,D3 Publisher,8ing/Raizing,7.4,1.04,0.44,0.12,0.45,2006
2310,Bomberman 64,bomberman-64,Puzzle,N64,Hudson Soft,Hudson Soft,6.1,1.04,0.5,0.2,0.31,1997
2319,MotorStorm: Arctic Edge,motorstorm-arctic-edge,Racing,PSP,Sony Computer Entertainment,Bigbig Studios,7.7,1.04,0.16,0.58,0.0,2009
2320,Brink,brink,Shooter,X360,Bethesda Softworks,Splash Damage,6.8,1.04,0.59,0.35,0.01,2011
2341,Sonic Unleashed,sonic-unleashed,Platform,PS3,Sega,Sonic Team,5.3,1.03,0.56,0.32,0.01,2008
2343,Dragon Ball Z: Budokai Tenkaichi 3,dragon-ball-z-budokai-tenkaichi-3,Fighting,Wii,Atari,Spike / Bandai Namco Games,7.5,1.03,0.32,0.36,0.26,2007
2350,Shrek 2,shrek-2,Platform,GC,Activision,"Luxoflux, Inc.",6.9,1.02,0.73,0.26,0.01,2004
2352,Bulletstorm,bulletstorm,Shooter,X360,Electronic Arts,People Can Fly,8.5,1.02,0.61,0.32,0.01,2011
2368,F1 2012,f1-2012,Racing,PS3,Codemasters,Codemasters Birmingham,7.9,1.01,0.12,0.65,0.05,2012
2369,EyePet,eyepet,Simulation,PS3,Sony Computer Entertainment,SCEE London Studio,6.9,1.01,0.37,0.52,0.04,2010
2379,Prince of Persia,prince-of-persia,Adventure,X360,Ubisoft,Ubisoft Montreal,8.2,1.01,0.54,0.34,0.02,2008
2382,NBA 2K10,nba-2k10,Sports,X360,2K Sports,Visual Concepts,8.4,1.01,0.91,0.02,0.0,2009
2387,Breath of Fire III,breath-of-fire-iii,Role-Playing,PS,Capcom,Capcom,7.6,1.0,0.29,0.19,0.46,1998
2389,Rayman Origins,rayman-origins,Platform,PS3,Ubisoft,Ubisoft,8.5,1.0,0.33,0.5,0.01,2011
2402,Excitebike 64,excitebike-64,Racing,N64,Nintendo,Left Field Productions,8.9,1.0,0.65,0.15,0.19,2000
2435,Tom Clancy's Splinter Cell: Blacklist,tom-clancys-splinter-cell-blacklist,Action-Adventure,X360,Ubisoft,Ubisoft Toronto,8.4,1.0,0.57,0.33,0.01,2013
2442,Ace Combat X: Skies of Deception,ace-combat-x-skies-of-deception,Simulation,PSP,Namco Bandai,Bandai Namco Games,7.6,1.0,0.37,0.31,0.12,2006
2444,Haze,haze,Shooter,PS3,Ubisoft,Free Radical Design,5.6,0.99,0.49,0.33,0.02,2008
2448,DiRT 2,dirt-2,Racing,PS3,Codemasters,Codemasters,8.8,0.99,0.27,0.53,0.0,2009
2451,Apollo Justice: Ace Attorney,apollo-justice-ace-attorney,Adventure,DS,Capcom,Capcom,8.0,0.99,0.28,0.05,0.64,2008
2452,Rocksmith 2014,rocksmith-2014,Music,X360,Ubisoft,Ubisoft San Francisco,8.4,0.99,0.73,0.16,0.0,2013
2459,Army of Two: The 40th Day,army-of-two-the-40th-day,Shooter,X360,Electronic Arts,EA Montreal,7.1,0.99,0.65,0.24,0.0,2010
2463,Tom Clancy's Splinter Cell: Blacklist,tom-clancys-splinter-cell-blacklist,Action-Adventure,PS3,Ubisoft,Ubisoft Toronto,8.3,0.98,0.34,0.44,0.06,2013
2467,Pro Evolution Soccer 2008,pro-evolution-soccer-2008,Sports,PSP,Konami,Konami,7.8,0.98,0.02,0.53,0.19,2008
2469,Sniper Elite V2,sniper-elite-v2,Shooter,PS3,505 Games,Rebellion Developments,7.4,0.98,0.38,0.4,0.06,2012
2470,Zoo Tycoon DS,zoo-tycoon-ds,Strategy,DS,THQ,Blue Fang Games,4.6,0.98,0.86,0.03,0.01,2005
2478,Suikoden III,suikoden-iii,Role-Playing,PS2,Konami,KCET,8.6,0.98,0.29,0.23,0.38,2002
2486,Fire Emblem,fire-emblem,Strategy,GBA,Nintendo,Intelligent Systems,8.8,0.97,0.49,0.18,0.29,2003
2503,Dark Cloud 2,dark-cloud-2,Role-Playing,PS2,Sony Computer Entertainment,Level 5,8.6,0.96,0.38,0.25,0.26,2003
2509,Star Fox 64 3D,star-fox-64-3d,Shooter,3DS,Nintendo,Nintendo EAD,8.0,0.96,0.48,0.29,0.13,2011
2514,de Blob,de-blob,Platform,Wii,THQ,Blue Tongue,8.1,0.96,0.49,0.37,0.0,2008
2517,PilotWings Resort,pilotwings-resort,Simulation,3DS,Nintendo,Monster Games,6.9,0.96,0.4,0.36,0.13,2011
2533,Harvest Moon 3D: A New Beginning,harvest-moon-3d-a-new-beginning,Simulation,3DS,Natsume,Marvelous,8.2,0.95,0.41,0.18,0.31,2012
2536,Sonic Unleashed,sonic-unleashed,Platform,X360,Sega,Sonic Team,5.6,0.95,0.54,0.32,0.0,2008
2545,Wild ARMs,wild-arms,Role-Playing,PS,Sony Computer Entertainment,Media.Vision,8.9,0.95,0.26,0.17,0.46,1997
2549,Lost Planet 2,lost-planet-2,Shooter,PS3,Capcom,Capcom,6.6,0.95,0.29,0.34,0.2,2010
2550,Driver: San Francisco,driver-san-francisco,Racing,PS3,Ubisoft,Ubisoft Reflections,8.2,0.95,0.24,0.53,0.01,2011
2554,White Knight Chronicles: International Edition,white-knight-chronicles-international-edition,Role-Playing,PS3,Sony Computer Entertainment,Level 5,6.3,0.95,0.34,0.16,0.36,2010
2557,Disney Magic Castle: My Happy Life,disney-magic-castle-my-happy-life,Simulation,3DS,Nintendo,High Horse Entertainment,7.9,0.94,0.17,0.2,0.53,2014
2574,SaGa Frontier 2,saga-frontier-2,Role-Playing,PS,Square EA,SquareSoft,7.4,0.94,0.1,0.07,0.71,2000
2591,Kingdom Hearts Re:coded,kingdom-hearts-recoded,Role-Playing,DS,Square Enix,High Horse Entertainment,6.8,0.93,0.53,0.09,0.27,2011
2602,Bayonetta,bayonetta,Action,X360,Sega,PlatinumGames,8.9,0.93,0.51,0.25,0.09,2010
2607,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,X360,Codemasters,Codemasters,7.4,0.93,0.36,0.45,0.02,2009
2613,Phoenix Wright: Ace Attorney,phoenix-wright-ace-attorney,Adventure,DS,Capcom,Capcom,8.1,0.93,0.44,0.05,0.39,2005
2621,Dante's Inferno,dantes-inferno,Action,X360,Electronic Arts,Visceral Games,7.0,0.92,0.63,0.2,0.02,2010
2631,Xenoblade Chronicles,xenoblade-chronicles,Role-Playing,Wii,Nintendo,Monolith Soft,9.3,0.92,0.43,0.25,0.16,2012
2632,Crysis 3,crysis-3,Shooter,X360,Electronic Arts,Crytek,7.6,0.92,0.51,0.32,0.01,2013
2636,Tobal No.1,tobal-no1,Fighting,PS,Sony Computer Entertainment,DreamFactory,7.7,0.92,0.12,0.08,0.66,1996
2637,Blue Dragon,blue-dragon,Role-Playing,X360,Microsoft Game Studios,Mistwalker Corporation / Artoon,7.7,0.92,0.3,0.33,0.21,2007
2640,EA Sports Grand Slam Tennis,ea-sports-grand-slam-tennis,Sports,Wii,EA Sports,EA Vancouver,7.9,0.92,0.28,0.51,0.02,2009
2642,Dynasty Warriors 7,dynasty-warriors-7,Action,PS3,Tecmo Koei,Omega Force,5.8,0.91,0.25,0.14,0.46,2011
2645,Crysis 3,crysis-3,Shooter,PS3,Electronic Arts,Crytek,8.2,0.91,0.26,0.48,0.03,2013
2647,Tom Clancy's EndWar,tom-clancys-endwar,Strategy,X360,Ubisoft,Ubisoft Shanghai,8.0,0.91,0.58,0.24,0.01,2008
2649,Sonic Riders: Zero Gravity,sonic-riders-zero-gravity,Racing,Wii,Sega,Sonic Team,5.8,0.91,0.48,0.32,0.02,2008
2650,Colin McRae Rally 2.0,colin-mcrae-rally-20,Racing,PS,Codemasters,Codemasters,8.3,0.91,0.02,0.8,0.02,2000
2658,Operation Flashpoint: Dragon Rising,operation-flashpoint-dragon-rising,Shooter,PS3,Codemasters,Codemasters,7.3,0.91,0.23,0.46,0.05,2009
2664,Homefront,homefront,Shooter,PS3,THQ,Kaos Studios,6.6,0.9,0.32,0.4,0.04,2011
2665,Lost Odyssey,lost-odyssey,Role-Playing,X360,Microsoft Game Studios,Mistwalker Corporation / Feelplus Inc.,7.5,0.9,0.45,0.26,0.11,2008
2672,SOCOM 4: U.S. Navy SEALs,socom-4-us-navy-seals,Shooter,PS3,Sony Computer Entertainment,Zipper Interactive,7.0,0.9,0.66,0.12,0.04,2011
2680,Resistance: Retribution,resistance-retribution,Shooter,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.0,0.9,0.27,0.36,0.05,2009
2684,Spider-Man 3,spider-man-3,Platform,PS2,Activision,Vicarious Visions,4.4,0.9,0.74,0.03,0.01,2007
2698,Castlevania: Circle of the Moon,castlevania-circle-of-the-moon,Platform,GBA,Konami,KCEK,8.9,0.89,0.6,0.22,0.05,2001
2699,Pure,pure,Racing,PS3,Disney Interactive Studios,Black Rock Studio,7.0,0.89,0.42,0.33,0.0,2008
2700,Ni no Kuni II: Revenant Kingdom,ni-no-kuni-ii-revenant-kingdom,Role-Playing,PS4,Namco Bandai Games,Level 5,8.7,0.89,0.33,0.31,0.12,2018
2703,Fire Emblem: The Sacred Stones,fire-emblem-the-sacred-stones,Strategy,GBA,Nintendo,Intelligent Systems,8.4,0.89,0.42,0.16,0.3,2005
2711,Ace Combat 2,ace-combat-2,Simulation,PS,Namco,Namco,8.5,0.89,0.16,0.11,0.56,1997
2712,Dissidia 012: Duodecim Final Fantasy,dissidia-012-duodecim-final-fantasy,Fighting,PSP,Square Enix,Square Enix,8.3,0.89,0.21,0.13,0.46,2011
2714,Resident Evil: Revelations,resident-evil-revelations,Action,3DS,Capcom,Capcom,7.8,0.89,0.3,0.23,0.3,2012
2722,Samba De Amigo,samba-de-amigo,Misc,Wii,Sega,Gearbox Software,6.7,0.89,0.41,0.37,0.01,2008
2730,F1 2010,f1-2010,Racing,X360,Codemasters,Codemasters Birmingham,8.4,0.88,0.18,0.59,0.01,2010
2731,Call of Juarez: Bound in Blood,call-of-juarez-bound-in-blood,Shooter,PS3,Ubisoft,Techland,7.7,0.88,0.35,0.38,0.01,2009
2732,The Lord of the Rings: War in the North,the-lord-of-the-rings-war-in-the-north,Role-Playing,X360,Warner Bros. Interactive,Snowblind Studios,6.6,0.88,0.55,0.24,0.0,2011
2738,Sonic Chronicles: The Dark Brotherhood,sonic-chronicles-the-dark-brotherhood,Role-Playing,DS,Sega,BioWare Corp.,7.3,0.88,0.5,0.29,0.01,2008
2744,WWE SmackDown vs. Raw 2011,wwe-smackdown-vs-raw-2011,Fighting,X360,THQ,JAKKS Pacific,7.1,0.88,0.44,0.35,0.0,2010
2747,Metal Gear Ac!d,metal-gear-acd,Strategy,PSP,Konami,Konami,7.4,0.87,0.32,0.26,0.12,2005
2754,Michael Jackson: The Experience,michael-jackson-the-experience,Misc,X360,Ubisoft,Ubisoft Montreal,5.6,0.87,0.62,0.18,0.0,2011
2757,Sleeping Dogs,sleeping-dogs,Action-Adventure,X360,Square Enix,United Front Games,7.9,0.87,0.38,0.4,0.01,2012
2763,Super Bomberman R,super-bomberman-r,Puzzle,NS,Konami Digital Entertainment,HexaDrive,6.3,0.87,0.31,0.32,0.19,2017
2766,Paper Mario: Color Splash,paper-mario-color-splash,Action-Adventure,WiiU,Nintendo,Intelligent Systems,7.4,0.87,0.35,0.37,0.08,2016
2771,GRID,grid,Racing,X360,Codemasters,Codemasters,8.7,0.87,0.33,0.44,0.01,2008
2773,Red Faction: Guerrilla,red-faction-guerrilla,Shooter,X360,THQ,Volition Inc.,8.4,0.87,0.48,0.29,0.01,2009
2775,Mario Party: Star Rush,mario-party-star-rush,Party,3DS,Nintendo,"Nd Cube Co., Ltd.",6.2,0.87,0.25,0.37,0.2,2016
2778,Brothers In Arms: Hell's Highway,brothers-in-arms-hells-highway,Shooter,X360,Ubisoft,Gearbox Software,7.6,0.87,0.47,0.3,0.0,2008
